1697617309345,2226
1697617309353,2171
1697617309361,2097
1697617309369,2013
1697617309377,1926
1697617309385,1844
1697617309393,1767
1697617309401,1698
1697617309409,1644
1697617309417,1615
1697617309425,1614
1697617309433,1638
1697617309441,1676
1697617309449,1718
1697617309457,1762
1697617309465,1806
1697617309473,1846
1697617309481,1883
1697617309489,1919
1697617309497,1962
1697617309505,2039
1697617309513,2207
1697617309521,2450
1697617309529,2718
1697617309537,2957
1697617309545,3167
1697617309553,3350
1697617309561,3513
1697617309569,3655
1697617309577,3781
1697617309585,3892
1697617309593,3990
1697617309601,4076
1697617309609,4095
1697617309617,4095
1697617309625,4095
1697617309633,4095
1697617309641,4095
1697617309649,4095
1697617309657,4095
1697617309665,4095
1697617309673,4095
1697617309681,4095
1697617309689,4095
1697617309697,4095
1697617309705,4095
1697617309713,4095
1697617309721,4095
1697617309729,4095
1697617309737,4095
1697617309745,4095
1697617309753,4095
1697617309761,4095
1697617309769,3850
1697617309777,3435
1697617309785,3039
1697617309793,2687
1697617309801,2378
1697617309809,2107
1697617309817,1867
1697617309825,1655
1697617309833,1468
1697617309841,1303
1697617309849,1156
1697617309857,1026
1697617309865,912
1697617309873,809
1697617309881,719
1697617309889,639
1697617309897,568
1697617309905,504
1697617309913,448
1697617309921,398
1697617309929,354
1697617309937,315
1697617309945,280
1697617309953,249
1697617309961,221
1697617309969,197
1697617309977,175
1697617309985,156
1697617309993,139
1697617310001,124
1697617310009,110
1697617310017,99
1697617310025,88
1697617310033,79
1697617310041,70
1697617310049,63
1697617310057,56
1697617310065,51
1697617310073,45
1697617310081,41
1697617310089,36
1697617310097,33
1697617310105,30
1697617310113,26
1697617310121,24
1697617310129,22
1697617310137,20
1697617310145,172
1697617310153,541
1697617310161,1019
1697617310169,1457
1697617310177,1767
1697617310185,1836
1697617310193,1705
1697617310201,1506
1697617310209,1325
1697617310217,1166
1697617310225,1027
1697617310233,905
1697617310241,798
1697617310249,704
1697617310257,621
1697617310265,548
1697617310273,484
1697617310281,427
1697617310289,377
1697617310297,333
1697617310305,405
1697617310313,707
1697617310321,1159
1697617310329,1582
1697617310337,1954
1697617310345,2279
1697617310353,2565
1697617310361,2816
1697617310369,3034
1697617310377,3153
1697617310385,3136
1697617310393,3017
1697617310401,2876
1697617310409,2743
1697617310417,2607
1697617310425,2441
1697617310433,2227
1697617310441,1988
1697617310449,1758
1697617310457,1553
1697617310465,1372
1697617310473,1213
1697617310481,1073
1697617310489,950
1697617310497,841
1697617310505,744
1697617310513,660
1697617310521,584
1697617310529,519
1697617310537,493
1697617310545,512
1697617310553,538
1697617310561,532
1697617310569,495
1697617310577,451
1697617310585,422
1697617310593,432
1697617310601,496
1697617310609,631
1697617310617,842
1697617310625,1118
1697617310633,1434
1697617310641,1756
1697617310649,2056
1697617310657,2320
1697617310665,2541
1697617310673,2731
1697617310681,2898
1697617310689,3056
1697617310697,3198
1697617310705,3319
1697617310713,3439
1697617310721,3568
1697617310729,3700
1697617310737,3818
1697617310745,3924
1697617310753,4017
1697617310761,4095
1697617310769,4095
1697617310777,4095
1697617310785,4095
1697617310793,4095
1697617310801,4095
1697617310809,4095
1697617310817,4095
1697617310825,3919
1697617310833,3620
1697617310841,3311
1697617310849,3026
1697617310857,2786
1697617310865,2606
1697617310873,2493
1697617310881,2445
1697617310889,2462
1697617310897,2531
1697617310905,2638
1697617310913,2761
1697617310921,2880
1697617310929,2974
1697617310937,3026
1697617310945,3029
1697617310953,2989
1697617310961,2906
1697617310969,2779
1697617310977,2608
