1697617180112,15
1697617180120,14
1697617180128,13
1697617180136,12
1697617180144,11
1697617180152,10
1697617180160,9
1697617180168,8
1697617180176,8
1697617180184,7
1697617180192,7
1697617180200,6
1697617180208,6
1697617180216,5
1697617180224,5
1697617180232,4
1697617180240,4
1697617180248,4
1697617180256,4
1697617180264,4
1697617180272,3
1697617180280,3
1697617180288,3
1697617180296,3
1697617180304,3
1697617180312,3
1697617180320,2
1697617180328,3
1697617180336,2
1697617180344,2
1697617180352,2
1697617180360,2
1697617180368,2
1697617180376,2
1697617180384,2
1697617180392,2
1697617180400,2
1697617180408,2
1697617180416,2
1697617180424,2
1697617180432,2
1697617180440,2
1697617180448,2
1697617180456,2
1697617180464,1
1697617180472,1
1697617180480,1
1697617180488,1
1697617180496,1
1697617180504,1
1697617180512,1
1697617180520,1
1697617180528,1
1697617180536,1
1697617180544,1
1697617180552,1
1697617180560,1
1697617180568,1
1697617180576,1
1697617180584,1
1697617180592,1
1697617180600,1
1697617180608,1
1697617180616,1
1697617180624,1
1697617180632,1
1697617180640,1
1697617180648,1
1697617180656,1
1697617180664,1
1697617180672,1
1697617180680,1
1697617180688,1
1697617180696,1
1697617180704,1
1697617180712,1
1697617180720,1
1697617180728,1
1697617180736,1
1697617180744,1
1697617180752,1
1697617180760,1
1697617180768,1
1697617180776,1
1697617180784,1
1697617180792,1
1697617180800,1
1697617180808,1
1697617180816,1
1697617180824,1
1697617180832,1
1697617180840,1
1697617180848,1
1697617180856,0
1697617180864,1
1697617180872,1
1697617180880,1
1697617180888,1
1697617180896,123
1697617180904,447
1697617180912,935
1697617180920,1382
1697617180928,1775
1697617180936,2120
1697617180944,2424
1697617180952,2692
1697617180960,2927
1697617180968,3135
1697617180976,3318
1697617180984,3481
1697617180992,3625
1697617181000,3751
1697617181008,3864
1697617181016,3964
1697617181024,4053
1697617181032,4095
1697617181040,4095
1697617181048,4095
1697617181056,4095
1697617181064,4095
1697617181072,4095
1697617181080,4095
1697617181088,4095
1697617181096,4095
1697617181104,4095
1697617181112,4095
1697617181120,4095
1697617181128,4095
1697617181136,4095
1697617181144,4095
1697617181152,4095
1697617181160,4095
1697617181168,4095
1697617181176,4095
1697617181184,4095
1697617181192,4095
1697617181200,4095
1697617181208,4095
1697617181216,4095
1697617181224,4095
1697617181232,4095
1697617181240,4095
1697617181248,4095
1697617181256,3886
1697617181264,3432
1697617181272,3033
1697617181280,2683
1697617181288,2376
1697617181296,2105
1697617181304,1866
1697617181312,1655
1697617181320,1468
1697617181328,1303
1697617181336,1157
1697617181344,1028
1697617181352,913
1697617181360,811
1697617181368,721
1697617181376,640
1697617181384,569
1697617181392,505
1697617181400,449
1697617181408,400
1697617181416,355
1697617181424,316
1697617181432,281
1697617181440,250
1697617181448,222
1697617181456,198
1697617181464,176
1697617181472,157
1697617181480,139
1697617181488,124
1697617181496,111
1697617181504,99
1697617181512,88
1697617181520,79
1697617181528,70
1697617181536,63
1697617181544,56
1697617181552,50
1697617181560,45
1697617181568,40
1697617181576,36
1697617181584,33
1697617181592,29
1697617181600,26
1697617181608,24
1697617181616,21
1697617181624,19
1697617181632,18
1697617181640,259
1697617181648,717
1697617181656,1189
1697617181664,1606
1697617181672,1973
1697617181680,2295
1697617181688,2578
1697617181696,2829
1697617181704,3048
1697617181712,3242
1697617181720,3414
1697617181728,3565
1697617181736,3700
1697617181744,3818
1697617181752,3916
1697617181760,3825
1697617181768,3521
1697617181776,3117
1697617181784,2750
1697617181792,2428
1697617181800,2145
1697617181808,1897
1697617181816,1679
1697617181824,1486
1697617181832,1316
1697617181840,1167
1697617181848,1034
1697617181856,917
1697617181864,813
1697617181872,817
1697617181880,1059
1697617181888,1468
1697617181896,1857
1697617181904,2198
1697617181912,2499
1697617181920,2762
1697617181928,2993
1697617181936,3196
1697617181944,3375
1697617181952,3533
1697617181960,3673
1697617181968,3796
1697617181976,3905
1697617181984,4002
1697617181992,4087
1697617182000,4095
1697617182008,4095
1697617182016,4095
1697617182024,4095
1697617182032,4095
1697617182040,4095
1697617182048,4095
1697617182056,4095
1697617182064,4095
1697617182072,4095
1697617182080,3726
1697617182088,3290
1697617182096,2906
1697617182104,2570
1697617182112,2274
1697617182120,2013
1697617182128,1784
1697617182136,1581
1697617182144,1402
1697617182152,1244
1697617182160,1104
1697617182168,980
1697617182176,870
1697617182184,772
1697617182192,685
1697617182200,609
1697617182208,541
1697617182216,480
1697617182224,427
1697617182232,379
1697617182240,337
1697617182248,300
1697617182256,267
1697617182264,237
1697617182272,211
1697617182280,187
1697617182288,167
1697617182296,148
1697617182304,132
1697617182312,117
1697617182320,105
1697617182328,94
1697617182336,84
1697617182344,74
1697617182352,67
1697617182360,59
1697617182368,64
1697617182376,162
1697617182384,416
1697617182392,807
1697617182400,1242
1697617182408,1651
1697617182416,2012
1697617182424,2330
1697617182432,2610
1697617182440,2857
1697617182448,3073
1697617182456,3264
1697617182464,3434
1697617182472,3583
1697617182480,3715
1697617182488,3833
1697617182496,3937
1697617182504,4029
1697617182512,4095
1697617182520,4095
1697617182528,4095
1697617182536,4095
1697617182544,4095
1697617182552,4095
1697617182560,4017
1697617182568,3568
1697617182576,3149
1697617182584,2781
1697617182592,2459
1697617182600,2175
1697617182608,1926
1697617182616,1706
1697617182624,1512
1697617182632,1340
1697617182640,1189
1697617182648,1055
1697617182656,936
1697617182664,831
1697617182672,738
1697617182680,655
1697617182688,581
1697617182696,516
1697617182704,458
1697617182712,407
1697617182720,361
1697617182728,321
1697617182736,286
1697617182744,253
1697617182752,225
1697617182760,200
1697617182768,178
1697617182776,158
1697617182784,141
1697617182792,125
1697617182800,112
1697617182808,99
1697617182816,89
1697617182824,79
1697617182832,70
1697617182840,63
1697617182848,56
1697617182856,50
1697617182864,45
1697617182872,40
1697617182880,36
1697617182888,33
1697617182896,29
1697617182904,26
1697617182912,23
1697617182920,21
1697617182928,19
1697617182936,17
1697617182944,16
1697617182952,14
1697617182960,13
1697617182968,12
1697617182976,11
1697617182984,10
1697617182992,9
1697617183000,8
1697617183008,7
1697617183016,7
1697617183024,6
1697617183032,6
1697617183040,5
1697617183048,5
1697617183056,5
1697617183064,4
1697617183072,4
1697617183080,4
1697617183088,4
1697617183096,3
1697617183104,3
1697617183112,3
1697617183120,3
1697617183128,3
1697617183136,3
1697617183144,3
1697617183152,2
1697617183160,2
1697617183168,2
1697617183176,2
1697617183184,2
1697617183192,2
1697617183200,2
1697617183208,2
1697617183216,2
1697617183224,2
1697617183232,2
1697617183240,1
1697617183248,2
1697617183256,1
1697617183264,1
1697617183272,1
1697617183280,1
1697617183288,1
1697617183296,1
1697617183304,1
1697617183312,1
1697617183320,1
1697617183328,39
1697617183336,287
1697617183344,722
1697617183352,1190
1697617183360,1607
1697617183368,1972
1697617183376,2294
1697617183384,2577
1697617183392,2827
1697617183400,3046
1697617183408,3240
1697617183416,3412
1697617183424,3563
1697617183432,3698
1697617183440,3816
1697617183448,3922
1697617183456,3987
1697617183464,3968
1697617183472,3844
1697617183480,3653
1697617183488,3429
1697617183496,3202
1697617183504,2998
1697617183512,2827
1697617183520,2695
1697617183528,2610
1697617183536,2571
1697617183544,2575
1697617183552,2609
1697617183560,2661
1697617183568,2725
1697617183576,2794
1697617183584,2865
1697617183592,2941
1697617183600,3027
1697617183608,3126
1697617183616,3236
1697617183624,3354
1697617183632,3486
1697617183640,3623
1697617183648,3756
1697617183656,3874
1697617183664,3977
1697617183672,4068
1697617183680,4095
1697617183688,4095
1697617183696,4095
1697617183704,4095
1697617183712,4095
1697617183720,4095
1697617183728,4095
1697617183736,4095
1697617183744,4095
1697617183752,4095
1697617183760,4095
1697617183768,4095
1697617183776,4095
1697617183784,4095
1697617183792,4095
1697617183800,4095
1697617183808,4095
1697617183816,4095
1697617183824,3914
1697617183832,3692
1697617183840,3492
1697617183848,3312
1697617183856,3152
1697617183864,3003
1697617183872,2867
1697617183880,2750
1697617183888,2651
1697617183896,2572
1697617183904,2521
1697617183912,2495
1697617183920,2487
1697617183928,2492
1697617183936,2505
1697617183944,2519
1697617183952,2534
1697617183960,2549
1697617183968,2560
1697617183976,2562
1697617183984,2552
1697617183992,2539
1697617184000,2517
1697617184008,2482
1697617184016,2429
1697617184024,2363
1697617184032,2285
1697617184040,2194
1697617184048,2094
1697617184056,1987
1697617184064,1869
1697617184072,1741
1697617184080,1613
1697617184088,1485
1697617184096,1360
1697617184104,1237
1697617184112,1119
1697617184120,1004
1697617184128,898
1697617184136,802
1697617184144,717
1697617184152,643
1697617184160,583
1697617184168,535
1697617184176,495
1697617184184,461
1697617184192,434
1697617184200,411
1697617184208,392
1697617184216,378
1697617184224,368
1697617184232,363
1697617184240,369
1697617184248,386
1697617184256,414
1697617184264,454
1697617184272,506
1697617184280,570
1697617184288,644
1697617184296,726
1697617184304,813
1697617184312,904
1697617184320,996
1697617184328,1091
1697617184336,1187
1697617184344,1281
1697617184352,1372
1697617184360,1459
1697617184368,1542
1697617184376,1622
1697617184384,1695
1697617184392,1762
1697617184400,1822
1697617184408,1874
1697617184416,1919
1697617184424,1959
1697617184432,1990
1697617184440,2013
1697617184448,2026
1697617184456,2031
1697617184464,2030
1697617184472,2025
1697617184480,2023
1697617184488,2026
1697617184496,2034
1697617184504,2042
1697617184512,2044
1697617184520,2034
1697617184528,2013
1697617184536,1980
1697617184544,1933
1697617184552,1874
1697617184560,1808
1697617184568,1742
1697617184576,1680
1697617184584,1618
1697617184592,1552
1697617184600,1485
1697617184608,1420
1697617184616,1355
1697617184624,1299
1697617184632,1254
1697617184640,1224
1697617184648,1209
1697617184656,1211
1697617184664,1232
1697617184672,1268
1697617184680,1320
1697617184688,1382
1697617184696,1449
1697617184704,1516
1697617184712,1582
1697617184720,1645
1697617184728,1701
1697617184736,1753
1697617184744,1803
1697617184752,1848
1697617184760,1887
1697617184768,1921
1697617184776,1951
1697617184784,1975
1697617184792,1994
1697617184800,2009
1697617184808,2018
1697617184816,2020
1697617184824,2019
1697617184832,2012
1697617184840,2003
1697617184848,1994
1697617184856,1988
1697617184864,1981
1697617184872,1975
1697617184880,1969
1697617184888,1959
1697617184896,1945
1697617184904,1927
1697617184912,1907
1697617184920,1884
1697617184928,1858
1697617184936,1829
1697617184944,1800
1697617184952,1772
1697617184960,1746
1697617184968,1725
1697617184976,1710
1697617184984,1701
1697617184992,1696
1697617185000,1696
1697617185008,1698
1697617185016,1702
1697617185024,1710
1697617185032,1720
1697617185040,1734
1697617185048,1755
1697617185056,1783
1697617185064,1813
1697617185072,1846
1697617185080,1882
1697617185088,1922
1697617185096,1966
1697617185104,2014
1697617185112,2063
1697617185120,2112
1697617185128,2157
1697617185136,2197
1697617185144,2226
1697617185152,2246
1697617185160,2257
1697617185168,2262
1697617185176,2260
1697617185184,2260
1697617185192,2260
1697617185200,2258
1697617185208,2251
1697617185216,2240
1697617185224,2222
1697617185232,2204
1697617185240,2185
1697617185248,2171
1697617185256,2167
1697617185264,2172
1697617185272,2184
1697617185280,2201
1697617185288,2220
1697617185296,2240
1697617185304,2263
1697617185312,2286
1697617185320,2308
1697617185328,2326
1697617185336,2342
1697617185344,2354
1697617185352,2361
1697617185360,2368
1697617185368,2374
1697617185376,2379
1697617185384,2383
1697617185392,2386
1697617185400,2388
1697617185408,2386
1697617185416,2379
1697617185424,2370
1697617185432,2355
1697617185440,2339
1697617185448,2319
1697617185456,2293
1697617185464,2270
1697617185472,2249
1697617185480,2229
1697617185488,2206
1697617185496,2182
1697617185504,2163
1697617185512,2144
1697617185520,2124
1697617185528,2105
1697617185536,2086
1697617185544,2068
1697617185552,2047
1697617185560,2027
1697617185568,2009
1697617185576,1993
1697617185584,1978
1697617185592,1962
1697617185600,1944
1697617185608,1925
1697617185616,1903
1697617185624,1883
1697617185632,1863
1697617185640,1842
1697617185648,1825
1697617185656,1810
